,Color,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Title,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,Year,IMDb Score,Movie Facebook Likes
4122,Color,88.0,26.0,487.0,Horror|Thriller,Chain Letter ,4122,1495,English,USA,R,2009,4.1,0
878,Color,107.0,99.0,18000.0,Action|Drama|Sci-Fi|Thriller,Chain Reaction ,40346,31014,English,USA,PG-13,1996,5.6,1000
3986,Color,88.0,2.0,2000.0,Action|Thriller,Chain of Command ,801,2886,English,USA,R,2015,3.5,358
3525,Color,95.0,43.0,1000.0,Comedy,Chairman of the Board ,5143,5213,English,USA,PG-13,1998,2.3,724
877,Color,141.0,16000.0,11000.0,Crime|Drama|Mystery|Thriller,Changeling ,199056,12840,English,USA,R,2008,7.8,14000
1091,Color,91.0,50.0,521.0,Drama|Thriller,Changing Lanes ,57281,758,English,USA,R,2002,6.5,0
1041,Color,120.0,662.0,20000.0,Action|Crime|Drama|Sci-Fi|Thriller,Chappie ,172965,23051,English,USA,R,2015,6.9,67000
3856,Color,122.0,4.0,25.0,Crime|Drama|Mystery,Character ,9171,48,Dutch,Netherlands,R,1997,7.8,689
3669,Color,125.0,46.0,368.0,Biography|Drama|Sport,Chariots of Fire ,40511,1651,English,UK,PG,1981,7.2,0
2991,Color,97.0,20.0,21000.0,Comedy|Drama|Romance,Charlie Bartlett ,56654,22577,English,USA,R,2007,7.0,0
1152,Color,99.0,23.0,405.0,Drama|Fantasy|Romance,Charlie St. Cloud ,47364,1066,English,USA,PG-13,2010,6.5,0
540,Color,102.0,0.0,22000.0,Biography|Comedy|Drama|History,Charlie Wilson's War ,88451,60646,English,USA,R,2007,7.1,0
118,Color,115.0,13000.0,40000.0,Adventure|Comedy|Family|Fantasy,Charlie and the Chocolate Factory ,320284,57844,English,USA,PG,2005,6.7,0
226,Color,107.0,368.0,2000.0,Action|Adventure|Comedy|Crime,Charlie's Angels: Full Throttle ,100821,4046,English,USA,PG-13,2003,4.8,0
360,Color,94.0,368.0,13000.0,Action|Adventure|Comedy|Crime|Thriller,Charlie's Angels ,145350,15419,English,USA,PG-13,2000,5.5,0
444,Color,97.0,56.0,12000.0,Comedy|Family|Fantasy,Charlotte's Web ,27838,23907,English,USA,G,2006,6.4,0
4632,Color,103.0,17.0,754.0,Drama|Romance|Sci-Fi,Charly ,4998,1567,English,USA,PG,1968,7.1,785
4852,Color,113.0,0.0,13000.0,Comedy|Drama|Romance,Chasing Amy ,114070,15765,English,USA,R,1997,7.3,0
1705,Color,101.0,3.0,448.0,Comedy|Romance,Chasing Liberty ,30092,842,English,USA,PG-13,2004,6.1,0
2312,Color,116.0,150.0,18000.0,Biography|Drama|Sport,Chasing Mavericks ,24997,21200,English,USA,PG,2012,7.2,13000
3298,Color,76.0,17.0,591.0,Comedy|Romance,Chasing Papi ,3419,2851,English,USA,PG,2003,4.8,419
4964,Color,88.0,3.0,3000.0,Comedy|Crime|Drama|Horror|Thriller,Cheap Thrills ,12796,4729,English,USA,Not Rated,2013,6.8,0
729,Color,94.0,163.0,12000.0,Adventure|Comedy|Family,Cheaper by the Dozen 2 ,42737,20348,English,USA,PG,2005,5.4,781
1193,Color,94.0,189.0,3000.0,Comedy|Family,Cheaper by the Dozen ,75152,7014,English,USA,PG,2003,5.8,0
4445,Color,97.0,764.0,835.0,Action|Crime|Thriller,Checkmate ,735,2882,English,USA,Not Rated,2015,3.1,402
4538,Color,86.0,18.0,1000.0,Horror|Mystery|Sci-Fi|Thriller,Chernobyl Diaries ,52642,2665,English,USA,R,2012,5.0,24000
2752,Color,98.0,6.0,61.0,Biography,Chiamatemi Francesco - Il Papa della gente ,80,192,Spanish,Italy,Not Rated,2015,5.7,18
4142,Color,94.0,0.0,854.0,Action|Adventure|Crime|Drama,Chicago Overcoat ,706,1989,English,USA,R,2009,6.2,229
1585, Black and White,113.0,252.0,539.0,Comedy|Crime|Musical,Chicago ,172080,813,English,USA,PG-13,2002,7.2,0
714,Color,81.0,10.0,925.0,Adventure|Animation|Comedy|Family|Sci-Fi,Chicken Little ,63912,2252,English,USA,G,2005,5.8,912
1156,Color,84.0,91.0,579.0,Adventure|Animation|Comedy|Drama|Family,Chicken Run ,140499,1817,English,UK,G,2000,7.0,0
4235,Color,90.0,11.0,114.0,Comedy|Drama|Romance,Chicken Tikka Masala ,480,244,English,UK,Not Rated,2005,5.8,172
1046,Color,137.0,79.0,27000.0,Crime|Drama|Thriller,Child 44 ,40568,27666,English,Czech Republic,R,2015,6.4,18000
2855,Color,72.0,5.0,659.0,Fantasy|Horror,Child's Play 2 ,31371,2646,English,USA,R,1990,5.7,0
3286,Color,87.0,85.0,311.0,Fantasy|Horror,Child's Play ,62038,760,English,USA,R,1988,6.5,0
4617,Color,90.0,0.0,1000.0,Drama,Childless ,33,1996,English,USA,R,2008,6.1,3
4921,Color,89.0,373.0,36.0,Drama|Family,Children of Heaven ,27882,100,Persian,Iran,PG,1997,8.5,0
525,Color,109.0,0.0,16000.0,Drama|Sci-Fi|Thriller,Children of Men ,361767,16479,English,USA,R,2006,7.9,17000
1515,Color,102.0,3.0,372.0,Action|Adventure|Comedy|Drama|Thriller,Chill Factor ,8367,1274,English,USA,R,1999,5.2,120
2880,Color,96.0,460.0,14000.0,Drama|Mystery|Romance|Thriller,Chloe ,56264,14372,English,USA,R,2009,6.3,0
4593,Color,160.0,5.0,724.0,Thriller,Chocolate: Deep Dark Secrets ,1524,2024,Hindi,India,Not Rated,2005,4.8,31
1888,Color,121.0,529.0,541.0,Drama|Romance,Chocolat ,150308,1323,English,UK,PG-13,2000,7.3,18000
4027,Color,92.0,0.0,1000.0,Comedy|Drama,Choke ,28573,3608,English,USA,R,2008,6.5,0
3810,Color,95.0,7.0,989.0,Comedy,Christmas Eve ,1091,3514,English,USA,PG,2015,5.1,0
4209,Color,89.0,20.0,794.0,Comedy|Drama|Family|Romance,Christmas Mail ,858,2579,English,USA,TV-PG,2010,5.8,190
955,Color,99.0,148.0,2000.0,Comedy|Family,Christmas with the Kranks ,27548,6729,English,USA,PG,2004,5.2,0
2932,Color,89.0,128.0,963.0,Drama|Sci-Fi|Thriller,Chronicle ,204327,2054,English,USA,PG-13,2012,7.1,32000
4857,Color,96.0,44.0,625.0,Comedy|Drama,Chuck & Buck ,4662,1378,English,USA,R,2000,6.6,170
2074,Color,100.0,350.0,201.0,Comedy|Drama|Romance,Chéri ,8924,365,English,UK,R,2009,6.2,0
3232,Color,125.0,21.0,78.0,Drama|History|War,"Cinco de Mayo, La Batalla ",683,221,Spanish,Mexico,R,2013,6.2,874
391,Color,144.0,2000.0,680.0,Biography|Drama|Sport,Cinderella Man ,148238,2523,English,USA,PG-13,2005,8.0,0
336,Color,105.0,0.0,2000.0,Drama|Family|Fantasy|Romance,Cinderella ,103737,4671,English,USA,PG,2015,7.0,56000
4314,Color,87.0,0.0,160.0,Drama|Horror|Mystery|Sci-Fi|Thriller,Circle ,13279,776,English,USA,Not Rated,2015,6.0,0
4644,Color,107.0,32.0,144.0,Drama,Circumstance ,6277,509,Persian,France,R,2011,5.9,0
1304,Color,109.0,80.0,14000.0,Action|Adventure|Fantasy|Thriller,Cirque du Freak: The Vampire's Assistant ,35990,20503,English,USA,PG-13,2009,5.9,0
2001,Color,91.0,80.0,473.0,Fantasy,Cirque du Soleil: Worlds Away ,7100,539,English,USA,PG,2012,6.8,0
1288,Color,111.0,17.0,14000.0,Drama|Thriller,City Hall ,16741,17877,English,USA,R,1996,6.2,309
3615,Color,104.0,20.0,3000.0,Comedy|Drama,City Island ,27301,3825,English,USA,PG-13,2009,7.4,0
1285,Color,108.0,105.0,22000.0,Crime|Drama|Mystery|Thriller,City by the Sea ,21319,34377,English,USA,R,2002,6.2,416
854,Color,114.0,52.0,12000.0,Drama|Fantasy|Romance,City of Angels ,94407,13905,English,Germany,PG-13,1998,6.7,0
1363,Color,90.0,27.0,13000.0,Adventure|Family|Fantasy|Sci-Fi,City of Ember ,52908,15494,English,USA,PG,2008,6.5,0
2484,Color,116.0,0.0,109.0,Crime|Drama|Thriller,City of Ghosts ,4387,245,English,USA,R,2002,6.0,204
4029,Color,135.0,353.0,1000.0,Crime|Drama,City of God ,533200,1211,Portuguese,Brazil,R,2002,8.7,28000
3009, Black and White,132.0,14.0,52.0,Drama|History|War,City of Life and Death ,8429,91,Mandarin,China,R,2009,7.7,0
4743,Color,91.0,21.0,597.0,Crime|Drama|Thriller,Civil Brand ,553,2555,English,USA,R,2002,5.3,86
213,Color,106.0,255.0,14000.0,Action|Adventure|Fantasy,Clash of the Titans ,229679,18003,English,USA,PG-13,2010,5.8,15000
4036,Color,98.0,73.0,595.0,Action|Crime|Drama|Thriller,Class of 1984 ,6549,1105,English,Canada,R,1982,6.6,934
3402,Color,104.0,71.0,1000.0,Comedy|Crime,Clay Pigeons ,9494,1795,English,Germany,R,1998,6.6,515
5026,Color,110.0,107.0,576.0,Drama|Music|Romance,Clean ,3924,776,French,France,R,2004,6.9,171
699,Color,141.0,176.0,11000.0,Action|Crime|Drama|Thriller,Clear and Present Danger ,69663,14178,English,USA,PG-13,1994,6.9,0
1160,Color,251.0,311.0,940.0,Biography|Drama|History|Romance,Cleopatra ,21554,2957,English,UK,Approved,1963,7.0,0
3718, Black and White,97.0,0.0,1000.0,Comedy,Clerks II ,114797,2990,English,USA,R,2006,7.4,0
5008, Black and White,102.0,0.0,898.0,Comedy,Clerks ,181749,2103,English,USA,R,1994,7.8,0
429,Color,107.0,153.0,11000.0,Comedy|Drama|Fantasy|Romance,Click ,246492,12700,English,USA,PG-13,2006,6.4,7000
665,Color,124.0,212.0,13000.0,Action|Adventure|Thriller,Cliffhanger ,96096,15229,English,USA,R,1993,6.4,0
1850,Color,94.0,906.0,2000.0,Action|Adventure|Comedy|Sci-Fi|Thriller,Clockstoppers ,11212,3917,English,USA,PG,2002,5.2,874
4293,Color,96.0,11.0,584.0,Comedy|Drama,Clockwatchers ,4049,3011,English,UK,PG-13,1997,6.4,166
2154,Color,135.0,14000.0,559.0,Drama|Sci-Fi,Close Encounters of the Third Kind ,139288,1591,English,USA,PG,1977,7.7,0
4146,Color,80.0,81.0,640.0,Action|Crime,Close Range ,2425,1517,English,USA,Not Rated,2015,4.9,968
4442,Color,112.0,34.0,129.0,Comedy|Drama,Closer to the Moon ,2841,588,English,Romania,Not Rated,2014,7.1,0
1452,Color,98.0,0.0,20000.0,Drama|Romance,Closer ,168314,28027,English,USA,R,2004,7.3,12000
4966,Color,80.0,3.0,798.0,Thriller,Closure ,5747,1401,English,UK,R,2007,5.6,246
311,Color,172.0,670.0,15000.0,Drama|Sci-Fi,Cloud Atlas ,284825,22686,English,Germany,R,2012,7.5,124000
511,Color,95.0,18.0,622.0,Animation|Comedy|Family|Fantasy|Sci-Fi,Cloudy with a Chance of Meatballs 2 ,64387,848,English,USA,PG,2013,6.5,15000
357,Color,90.0,97.0,622.0,Animation|Comedy|Family|Sci-Fi,Cloudy with a Chance of Meatballs ,152601,1227,English,USA,PG,2009,7.0,0
1882,Color,85.0,198.0,2000.0,Action|Adventure|Horror|Sci-Fi,Cloverfield ,296787,3958,English,USA,PG-13,2008,7.0,0
3358,Color,119.0,422.0,861.0,Comedy|Horror|Thriller,Club Dread ,23823,3306,English,USA,R,2004,5.6,713
2821,Color,97.0,143.0,927.0,Comedy|Romance,Clueless ,123390,1724,English,USA,PG-13,1995,6.8,0
1090,Color,136.0,49.0,17000.0,Drama|Sport,Coach Carter ,92702,20299,English,USA,PG-13,2005,7.2,0
2616,Color,124.0,150.0,874.0,Biography|Drama|Music|Musical,Coal Miner's Daughter ,12974,2667,English,USA,PG,1980,7.5,0
2072,Color,111.0,105.0,527.0,Biography|Drama,Coco Before Chanel ,32003,735,French,France,PG-13,2009,6.7,0
3450,Color,93.0,187.0,631.0,Drama|Romance|Sci-Fi|Thriller,Code 46 ,18109,1176,English,UK,R,2003,6.3,0
2297,Color,91.0,10.0,716.0,Action|Comedy|Crime,Code Name: The Cleaner ,9785,2700,English,USA,PG-13,2007,4.5,233
3433,Color,106.0,155.0,981.0,Action,Code of Honor ,662,2741,English,USA,R,2016,4.2,689
4332,Color,87.0,8.0,34000.0,Comedy,Coffee Town ,4204,35796,English,USA,Not Rated,2013,6.6,0
462,Color,154.0,333.0,22000.0,Adventure|Drama|History|Romance|War,Cold Mountain ,118483,61110,English,USA,R,2003,7.2,0
421,Color,108.0,99.0,672.0,Action|Drama|Thriller,Collateral Damage ,61417,1460,English,USA,R,2002,5.5,941
736,Color,120.0,0.0,10000.0,Crime|Drama|Thriller,Collateral ,293662,13581,English,USA,R,2004,7.6,0
3617,Color,94.0,0.0,1000.0,Comedy,College ,11011,4484,English,USA,R,2008,4.6,422
1283,Color,112.0,118.0,877.0,Action|Crime|Drama|Thriller,Colombiana ,76498,3432,English,France,PG-13,2011,6.4,15000
3639,Color,97.0,781.0,596.0,Drama|Romance,Come Early Morning ,2330,1081,English,USA,R,2006,6.2,224
4055,Color,109.0,611.0,878.0,Drama,Coming Home ,2789,900,Mandarin,China,PG-13,2014,7.3,0
3111,Color,75.0,73.0,1000.0,Action|Adventure|Thriller,Commando ,111649,3192,English,USA,R,1985,6.7,0
4108,Color,101.0,0.0,574.0,Action|Comedy,Compadres ,368,1335,English,Mexico,R,2016,5.0,174
4851,Color,90.0,25.0,601.0,Biography|Crime|Drama|Thriller,Compliance ,24668,1734,English,USA,R,2012,6.4,0
460,Color,123.0,165.0,12000.0,Action|Crime|Thriller,Con Air ,225282,15362,English,USA,R,1997,6.8,0
2193,Color,129.0,468.0,919.0,Adventure|Fantasy,Conan the Barbarian ,113068,2024,English,USA,R,1982,6.9,0
2424,Color,103.0,130.0,691.0,Action|Adventure|Fantasy,Conan the Destroyer ,62009,2481,English,USA,PG,1984,5.8,2000
1468,Color,123.0,15.0,10000.0,Biography|Drama|Sport,Concussion ,44788,13371,English,UK,PG-13,2015,7.1,23000
1740,Color,113.0,0.0,504.0,Biography|Comedy|Crime|Drama|Romance|Thriller,Confessions of a Dangerous Mind ,71596,810,English,USA,R,2002,7.1,3000
2654,Color,89.0,10.0,811.0,Comedy|Family|Music|Romance,Confessions of a Teenage Drama Queen ,23408,2167,English,Germany,PG,2004,4.6,810
2692,Color,97.0,164.0,436.0,Crime|Thriller,Confidence ,30643,1172,English,USA,R,2003,6.7,622
948,Color,109.0,155.0,426.0,Action|Adventure|Mystery|Sci-Fi,Congo ,34471,1761,English,USA,PG-13,1995,5.0,0
2298,Color,108.0,54.0,786.0,Comedy|Crime|Music,Connie and Carla ,6838,2730,English,USA,PG-13,2004,6.3,924
4380,Color,88.0,88.0,595.0,Action|Sci-Fi,Conquest of the Planet of the Apes ,23268,941,English,USA,PG,1972,6.1,794
469,Color,135.0,503.0,8000.0,Action|Crime|Mystery|Romance|Thriller,Conspiracy Theory ,76099,8355,English,USA,R,1997,6.7,0
375,Color,150.0,0.0,11000.0,Drama|Mystery|Sci-Fi|Thriller,Contact ,200556,12289,English,USA,PG,1997,7.4,15000
742,Color,106.0,0.0,13000.0,Drama|Thriller,Contagion ,180479,13634,English,USA,PG-13,2011,6.6,42000
4245,Color,77.0,0.0,846.0,Horror|Sci-Fi|Thriller,Containment ,1355,2044,English,UK,Not Rated,2015,4.8,275
1909,Color,109.0,175.0,24000.0,Action|Crime|Drama|Thriller,Contraband ,101977,26625,English,USA,R,2012,6.5,0
3574, Black and White,122.0,210.0,845.0,Biography|Drama|Music,Control ,51353,2614,English,UK,R,2007,7.7,13000
4783,Color,84.0,3.0,10000.0,Comedy|Drama|Romance,Conversations with Other Women ,10143,12496,English,UK,R,2005,7.1,0
2769, Black and White,98.0,226.0,953.0,Adventure|Comedy|Family|Sport,Cool Runnings ,69733,2496,English,USA,PG,1993,6.9,0
2636,Color,120.0,446.0,22000.0,Crime|Drama|Thriller,Cop Land ,69576,40117,English,USA,R,1997,6.9,2000
1375,Color,107.0,0.0,13000.0,Action|Comedy|Crime,Cop Out ,75347,14483,English,USA,R,2010,5.6,0
2209,Color,123.0,36.0,10000.0,Crime|Drama|Mystery|Thriller,Copycat ,42315,12338,English,USA,R,1995,6.6,0
3068,Color,104.0,238.0,60.0,Biography|Drama|Music,Copying Beethoven ,11132,150,English,USA,PG-13,2006,6.8,0
744, Black and White,100.0,253.0,309.0,Animation|Family|Fantasy,Coraline ,143121,647,English,USA,PG,2009,7.7,10000
3223,Color,123.0,0.0,18000.0,Drama|Thriller|War,Coriolanus ,27009,18652,English,UK,R,2011,6.2,12000
3043,Color,86.0,5.0,584.0,Comedy|Crime,Corky Romano ,10966,3850,English,USA,PG-13,2001,4.6,365
1642,Color,77.0,13000.0,40000.0,Animation|Drama|Family|Fantasy|Musical|Romance,Corpse Bride ,188785,60683,English,USA,PG,2005,7.4,0
4512,Color,97.0,282.0,586.0,Action|Comedy,Cotton Comes to Harlem ,1172,1581,English,USA,R,1970,6.6,477
4990,Color,111.0,6.0,0.0,Documentary,Counting ,61,0,English,USA,Not Rated,2015,6.0,5
2675,Color,117.0,19.0,3000.0,Drama|Music,Country Strong ,14814,4204,English,Official site,PG-13,2010,6.3,0
727,Color,113.0,0.0,4000.0,Comedy,Couples Retreat ,83506,8172,English,USA,PG-13,2009,5.5,0
1069,Color,116.0,380.0,18000.0,Action|Drama|Mystery|Thriller|War,Courage Under Fire ,40126,33233,English,USA,R,1996,6.6,975
4260,Color,129.0,589.0,690.0,Drama,Courageous ,15401,2300,English,USA,PG-13,2011,7.0,10000
2327,Color,118.0,14.0,2000.0,Biography|Drama|Sport,Courage ,2302,3384,English,USA,PG,2015,7.0,0
1093,Color,107.0,18.0,811.0,Comedy|Drama|Music|Romance,Coyote Ugly ,90539,3106,English,USA,PG-13,2000,5.6,0
1924,Color,101.0,43.0,5000.0,Action|Crime|Drama|Thriller,Cradle 2 the Grave ,34942,6867,English,USA,R,2003,5.8,1000
1568,Color,132.0,0.0,13000.0,Drama,Cradle Will Rock ,8039,16878,English,USA,R,1999,6.9,625
2274,Color,96.0,83.0,26000.0,Action|Crime|Sci-Fi|Thriller,Crank: High Voltage ,112516,30541,English,USA,R,2009,6.2,0
2963,Color,93.0,83.0,26000.0,Action|Crime|Thriller,Crank ,196422,28767,English,USA,R,2006,7.0,0
3452,Color,115.0,549.0,3000.0,Crime|Drama|Thriller,Crash ,361169,5732,English,Germany,R,2004,7.9,18000
3332,Color,112.0,108.0,12000.0,Drama|Music|Romance,Crazy Heart ,67760,13172,English,USA,R,2009,7.3,0
4759,Color,98.0,0.0,4.0,Comedy|Crime,Crazy Stone ,2097,8,Mandarin,China,Not Rated,2006,7.7,23
2730,Color,111.0,0.0,783.0,Comedy|Crime|Drama,Crazy in Alabama ,5917,4834,English,USA,PG-13,1999,6.3,391
953,Color,118.0,43.0,33000.0,Comedy|Drama|Romance,"Crazy, Stupid, Love. ",375456,57426,English,USA,PG-13,2011,7.4,44000
2862,Color,135.0,134.0,4000.0,Drama|Romance,Crazy/Beautiful ,21406,6214,English,USA,PG-13,2001,6.5,0
4602,Color,97.0,4.0,446.0,Drama|Sci-Fi,Creative Control ,1048,928,English,USA,R,2015,5.5,793
1368,Color,133.0,0.0,13000.0,Drama|Sport,Creed ,146708,15106,English,USA,PG-13,2015,7.7,70000
3990,Color,85.0,10.0,3000.0,Comedy|Fantasy|Horror|Thriller,Creepshow 2 ,15956,3617,English,USA,R,1987,6.0,1000
3370,Color,130.0,0.0,875.0,Comedy|Fantasy|Horror,Creepshow ,29935,2662,English,USA,R,1982,6.9,0
4809,Color,91.0,0.0,440.0,Drama,Cries & Whispers ,19964,809,Swedish,Sweden,R,1972,8.2,0
3545,Color,94.0,0.0,15000.0,Crime|Drama|Thriller,Criminal Activities ,5255,17377,English,USA,Not Rated,2015,5.8,0
1574,Color,113.0,34.0,10000.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Criminal ,17319,10910,English,UK,R,2016,6.3,0
850,Color,123.0,12000.0,18000.0,Action|Drama|Thriller|War,Crimson Tide ,81026,30132,English,USA,R,1995,7.3,0
3001,Color,107.0,0.0,941.0,Comedy|Drama,Critical Care ,1427,3099,English,Australia,R,1997,6.0,88
2766,Color,108.0,5.0,442.0,Action|Adventure|Comedy,Crocodile Dundee II ,44096,717,English,Australia,PG,1988,5.5,489
1938,Color,92.0,23.0,460.0,Adventure|Comedy|Crime,Crocodile Dundee in Los Angeles ,19699,1315,English,Australia,PG,2001,4.8,387
3323,Color,93.0,4.0,442.0,Adventure|Comedy,Crocodile Dundee ,74743,822,English,Australia,PG-13,1986,6.5,0
2795,Color,115.0,0.0,1000.0,Comedy|Drama,Crooklyn ,6011,3267,English,USA,PG-13,1994,6.9,905
4715,Color,115.0,3.0,0.0,Documentary,Crop Circles: Quest for Truth ,204,0,English,USA,Not Rated,2002,7.0,32
3664,Color,95.0,17.0,592.0,Action|Sport,Crossover ,8707,2000,English,USA,PG-13,2006,2.1,244
2935,Color,93.0,33.0,1000.0,Comedy|Drama,Crossroads ,34219,1531,English,USA,PG-13,2002,3.3,0
2605,Color,120.0,0.0,103.0,Action|Drama|Romance,"Crouching Tiger, Hidden Dragon ",217740,129,Mandarin,Taiwan,PG-13,2000,7.9,0
4510,Color,84.0,0.0,380.0,Action|Horror|Mystery|Thriller,Crowsnest ,1321,630,English,Canada,R,2012,3.8,238
3039,Color,97.0,16.0,4000.0,Drama|Romance,Cruel Intentions ,149222,6223,English,USA,R,1999,6.9,0
1743,Color,147.0,0.0,18000.0,Biography|Drama|History,Cry Freedom ,9913,18855,English,UK,PG,1987,7.5,0
4541,Color,90.0,65.0,1000.0,Drama|Horror|Mystery|Thriller,Cry_Wolf ,23021,3155,English,USA,PG-13,2005,5.9,816
4660,Color,93.0,5.0,49.0,Thriller,Crying with Laughter ,190,81,English,UK,Not Rated,2009,6.9,33
4860,Color,90.0,165.0,686.0,Mystery|Sci-Fi|Thriller,Cube ,160511,1743,English,Canada,R,1997,7.3,11000
963,Color,78.0,5.0,8000.0,Adventure|Animation|Comedy|Family,Curious George ,12845,11124,English,USA,G,2006,6.6,624
1129,Color,114.0,611.0,879.0,Drama|Romance,Curse of the Golden Flower ,36455,949,Mandarin,China,R,2006,7.0,0
1474,Color,99.0,0.0,1000.0,Comedy|Horror,Cursed ,26126,2535,English,USA,PG-13,2005,5.0,0
350,Color,124.0,212.0,1000.0,Action|Adventure|Comedy,Cutthroat Island ,21102,3611,English,USA,PG-13,1995,5.6,1000
3008,Color,95.0,165.0,686.0,Mystery|Romance|Sci-Fi|Thriller,Cypher ,27052,1501,English,USA,R,2002,6.8,0
3512,Color,91.0,157.0,490.0,Comedy|Drama|Romance,Cyrus ,29967,1136,English,USA,R,2010,6.3,0
4011,Color,91.0,23.0,4000.0,Action|Comedy|Romance,D.E.B.S. ,12188,6380,English,USA,PG-13,2004,5.3,1000
1721,Color,87.0,23.0,826.0,Action|Adventure,DOA: Dead or Alive ,38503,4473,English,USA,PG-13,2006,4.8,0
4483,Color,123.0,0.0,3000.0,Comedy|Romance|Thriller,Da Sweet Blood of Jesus ,794,4040,English,USA,Not Rated,2014,4.1,447
3600,Color,89.0,0.0,555.0,Comedy|Family,Daddy Day Camp ,12339,1752,English,USA,PG,2007,2.9,256
721,Color,92.0,41.0,1000.0,Comedy|Family,Daddy Day Care ,49486,4050,English,USA,PG,2003,5.5,886
944,Color,96.0,51.0,8000.0,Comedy|Family,Daddy's Home ,54010,10886,English,USA,PG-13,2015,6.1,13000
3714,Color,117.0,212.0,11000.0,Biography|Drama,Dallas Buyers Club ,326494,17738,English,USA,R,2013,8.0,65000
2529,Color,91.0,22.0,669.0,Sci-Fi,Damnation Alley ,3701,1769,English,USA,PG,1977,5.2,903
4112,Color,99.0,89.0,962.0,Comedy|Drama|Romance,Damsels in Distress ,7625,2452,English,USA,PG-13,2011,5.7,0
1936,Color,88.0,82.0,756.0,Action|Comedy|Music,Dance Flick ,10161,4378,English,USA,PG-13,2009,3.5,657
2907,Color,140.0,3000.0,963.0,Crime|Drama|Musical,Dancer in the Dark ,79330,2894,English,Denmark,R,2000,8.0,0
4220,Color,97.0,23.0,982.0,Comedy|Drama|Family,"Dancer, Texas Pop. 81 ",2189,2580,English,USA,PG,1998,6.8,500
2356,Color,236.0,0.0,933.0,Adventure|Drama|Western,Dances with Wolves ,186485,2398,English,USA,PG-13,1990,8.0,0
3018,Color,89.0,49.0,551.0,Family|Musical,Dancin' It's On ,105,895,English,USA,PG,2015,2.8,634
2016,Color,119.0,350.0,18000.0,Drama|Romance,Dangerous Liaisons ,52846,35501,English,USA,R,1988,7.7,0
3187,Color,106.0,102.0,14000.0,Comedy|Drama|Music,Danny Collins ,20810,18712,English,USA,R,2015,7.1,0
247,Color,108.0,79.0,650.0,Action|Adventure|Thriller,Dante's Peak ,62271,1569,English,USA,PG-13,1997,5.8,0
2705,Color,118.0,41.0,556.0,Crime|Drama|Romance|Thriller,Dark Blue ,17261,1873,English,USA,R,2002,6.6,455
1816,Color,111.0,295.0,3000.0,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,Dark City ,156929,4696,English,Australia,R,1998,7.7,14000
134,Color,113.0,13000.0,40000.0,Comedy|Fantasy|Horror,Dark Shadows ,199039,80849,English,USA,PG-13,2012,6.2,82000
803,Color,103.0,179.0,794.0,Drama|Horror|Thriller,Dark Water ,44966,1467,English,USA,PG-13,2005,5.6,0
3471,Color,96.0,474.0,1000.0,Horror|Mystery|Thriller,Darkness Falls ,25870,2212,English,USA,PG-13,2003,4.9,2000
3078,Color,103.0,57.0,541.0,Horror,Darkness ,16747,1228,English,USA,PG-13,2002,5.4,1000
3003,Color,103.0,759.0,967.0,Comedy|Drama|Romance,Darling Companion ,2551,3878,English,USA,PG-13,2012,5.1,0
2114,Color,143.0,688.0,638.0,Comedy|Drama|Musical|Romance|War,Darling Lili ,1547,788,English,USA,G,1970,6.2,104
2970,Color,293.0,249.0,362.0,Adventure|Drama|Thriller|War,Das Boot ,168203,469,German,West Germany,R,1981,8.4,11000
